       weights:                   circularity   inertiaRatio      convexity      blobColor           area
        (0-255)                           100            255            100             50             --

      FilterBy:          error    circularity   inertiaRatio      convexity      blobColor           area
                             0              1              1              1              1              1

            min              0          0.000          0.000          0.000        250.000          1.000
            max          0.300          1.100          1.100          1.100        255.000        200.000

       Targets:                   circularity   inertiaRatio      convexity      blobColor           area
                                        1.000          1.000          1.000            255             --

         blobNo     TotalError    circularity   inertiaRatio      convexity      blobColor           area       imageXpt       imageYpt
              3         0.7502         0.1433         0.0399         0.5161       255.0000         8.0000       508.7500       127.7500
              0         0.4813         0.5330         0.2710         0.8950       255.0000       162.0000       270.9743        88.1708
              1         0.6941         0.1775         0.0550         0.7273       255.0000         4.0000       519.5000       127.5000
              0         0.5245         0.4116         0.2663         0.8103       255.0000       164.5000       284.4894        88.0466
              1         0.5980         0.4228         0.0702         0.9286       255.0000        13.0000       537.3077       127.1282
              2         0.6003         0.4624         0.0873         0.8333       255.0000         2.5000       624.7333       242.9333
              3         0.6509         0.3342         0.0401         0.8267       255.0000        31.0000       293.2258       186.8387
              4         0.6684         0.3237         0.0447         0.7368       255.0000         7.0000       617.2857       241.6429
              5         0.7033         0.2342         0.0273         0.6944       255.0000        25.0000       293.6733       202.1333
              6         0.8023         0.1072         0.0069         0.4737       254.0000         9.0000       576.4444       150.5000
              0         0.5088         0.4950         0.2884         0.7500       255.0000        22.5000       325.9778       155.9185
              1         0.5219         0.5888         0.1589         0.9204       255.0000        52.0000       324.7404        89.2340
              2         0.5362         0.3429         0.2937         0.7500       255.0000         1.5000       326.2222       148.4444
              3         0.5407         0.4184         0.2358         0.8000       255.0000       170.0000       290.6363        87.6706
              4         0.6357         0.3726         0.0813         0.7600       255.0000        19.0000       544.2105       126.5965
              5         0.6452         0.3377         0.0519         0.8214       255.0000        80.5000       635.8012        65.4306
              6         0.6535         0.3369         0.0564         0.7692       255.0000         5.0000       624.0000       241.3000
              7         0.6727         0.2143         0.1459         0.6667       254.0000         2.0000       634.5000       185.5000
              0         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       283.2222        92.5556
              1         0.4763         0.5675         0.2704         0.8877       255.0000       166.0000       299.8725        87.9739
              2         0.6050         0.3225         0.1459         0.8000       255.0000         2.0000       548.5000       125.5000
              3         0.7858         0.0764         0.1459         0.3333       253.0000         1.0000       588.0000       149.5000
              0         0.3985         0.4624         0.5336         0.7143       255.0000         2.5000       332.1333       187.1333
              1         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       332.4444       196.7778
              2         0.5134         0.5112         0.2103         0.9100       255.0000       187.0000       318.0116        88.3209
              3         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       332.4667       201.7333
              4         0.5226         0.5390         0.1459         1.0000       255.0000         1.0000       332.0000       191.5000
              5         0.5302         0.5890         0.1111         1.0000       255.0000         3.0000       579.5000       123.5000
              6         0.5591         0.5715         0.1392         1.0000       253.0000         2.5000       330.2667       171.5333
              7         0.6017         0.1612         0.3333         0.5000       255.0000         1.0000       329.3333       164.0000
              0         0.5187         0.5741         0.1676         0.9292       255.0000        52.5000       362.5587        88.4381
              1         0.5453         0.3971         0.2414         0.7835       255.0000       175.5000       327.9544        87.4482
              2         0.6464         0.3588         0.2131         0.5833       253.0000         7.0000       366.1667       180.8810
              3         0.6499         0.2917         0.0909         0.7447       255.0000        52.5000       365.0222       156.1556
              4         0.6529         0.2143         0.1459         0.6667       255.0000         2.0000       588.5000       239.5000
              5         0.6844         0.2716         0.0578         0.6744       255.0000        14.5000       585.6092       123.1609
              6         0.7828         0.1072         0.0110         0.4615       255.0000         9.0000       624.7778       146.7222
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       369.5000       209.5000
              1         0.2471         0.8001         0.6283         1.0000       254.0000         3.5000       368.9048       192.9048
              2         0.4442         0.5318         0.3904         0.7797       255.0000        23.0000       555.2971        86.6232
              3         0.5318         0.4837         0.2053         0.8571       255.0000         3.0000       483.8889       242.6111
              4         0.5907         0.2988         0.2083         0.7370       255.0000       162.5000       331.0954        87.4267
              5         0.5918         0.4511         0.0774         0.9130       255.0000        52.5000       365.9683        87.2159
              6         0.5931         0.4340         0.0474         1.0000       255.0000         4.5000       367.2593       147.5185
              7         0.6128         0.2148         0.2778         0.5323       255.0000        16.5000       366.5051       153.1313
              0         0.5226         0.5390         0.1459         1.0000       255.0000         1.0000       584.0000       119.5000
              1         0.5886         0.2346         0.2387         0.7344       255.0000       153.5000       333.3735        87.0955
              2         0.6320         0.3345         0.0362         0.9314       255.0000        47.5000       367.5228        86.0737
              3         0.6419         0.2695         0.1459         0.6667       255.0000         4.0000       486.0000       243.0000
              4         0.6529         0.2143         0.1459         0.6667       255.0000         2.0000       592.5000       239.5000
              5         0.6737         0.3076         0.0354         0.7500       255.0000        12.0000       591.6667       123.3333
              6         0.7304         0.1327         0.0111         0.7003       255.0000       132.0000       368.9419       163.2374
              7         0.7423         0.2021         0.0211         0.5455       255.0000         9.0000       629.8704       146.3704
              0         0.3940         0.6242         0.4178         0.8710       255.0000        27.0000       556.9444        86.6111
              1         0.4887         0.5390         0.2522         0.9000       255.0000         4.5000       486.0741       242.9259
              2         0.5795         0.5238         0.1245         0.8824       254.0000         7.5000       370.1778       178.9111
              3         0.5899         0.2900         0.2023         0.7651       255.0000       171.0000       333.3041        87.1053
              4         0.6297         0.3447         0.0778         0.8273       255.0000        45.5000       368.1429        87.4908
              5         0.6425         0.4963         0.1691         0.7778       251.0000         3.5000       370.3810       184.6667
              6         0.7013         0.2574         0.0451         0.6364       255.0000        14.0000       592.2976       123.2024
              7         0.7697         0.1491         0.0133         0.4800       255.0000         6.0000       630.6667       146.3056
              0         0.1217         0.7854         1.0000         1.0000       251.0000         1.0000       370.5000       179.5000
              1         0.5362         0.3429         0.2937         0.7500       255.0000         1.5000       593.2222       239.4444
              2         0.5663         0.4963         0.0761         1.0000       255.0000         3.5000       369.7619       147.5238
              3         0.5768         0.3010         0.2313         0.7461       255.0000       166.0000       333.7028        87.3474
              4         0.5863         0.5390         0.1374         0.9000       253.0000         4.5000       486.4074       242.8148
              5         0.6678         0.2879         0.0513         0.7589       255.0000        42.5000       368.5686        87.0000
              6         0.7143         0.1864         0.0409         0.6522       255.0000        15.0000       593.2000       123.2333
              7         0.7541         0.1740         0.0194         0.5185       255.0000         7.0000       630.4286       146.4762
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       371.5000       215.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       349.5000       179.5000
              2         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       586.0000       119.5000
              3         0.5226         0.5390         0.1459         1.0000       255.0000         1.0000       348.5000       198.0000
              4         0.5702         0.3261         0.2280         0.7630       255.0000       161.0000       333.8882        87.5186
              5         0.5850         0.4598         0.0658         0.9683       255.0000        61.0000       370.0765       154.6612
              6         0.5931         0.4340         0.0474         1.0000       255.0000         4.5000       371.5185       210.2593
              7         0.6294         0.3369         0.1256         0.7143       255.0000         5.0000       487.2000       242.8667
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       349.5000       179.5000
              1         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       348.6667       198.0000
              2         0.4477         0.5390         0.3333         1.0000       254.0000         1.0000       586.0000       119.3333
              3         0.5991         0.2591         0.2077         0.7356       255.0000       160.0000       334.3687        87.4219
              4         0.6128         0.3847         0.0278         1.0000       255.0000        54.0000       369.5000        85.0000
              5         0.6208         0.4340         0.0906         0.7500       255.0000         4.5000       633.8148       145.5926
              6         0.6452         0.3334         0.0529         0.8235       255.0000        14.0000       593.5714       123.2262
              7         0.6632         0.3225         0.0831         0.6667       255.0000         2.0000       628.2500       147.4167
              0         0.2437         0.2695         1.0000         0.5000       255.0000         1.0000       349.5000       179.5000
              1         0.6023         0.2228         0.2212         0.7215       255.0000       164.5000       334.7376        87.2361
              2         0.6210         0.3563         0.0225         1.0000       255.0000        60.0000       369.5000        84.0000
              3         0.6419         0.2695         0.1459         0.6667       255.0000         4.0000       488.0000       243.0000
              4         0.6648         0.0572         0.3333         0.2857       255.0000         1.0000       371.6667       209.0000
              5         0.6839         0.1527         0.1459         0.5714       255.0000         2.0000       594.5000       239.5000
              6         0.7189         0.2015         0.0285         0.6452       255.0000        10.0000       593.5000       123.2000
              7         0.7356         0.1173         0.0078         0.6981       255.0000       148.0000       370.8637       165.7995
              0         0.6027         0.2045         0.2408         0.6878       255.0000       163.0000       335.3926        86.9785
              1         0.6419         0.2695         0.1459         0.6667       255.0000         4.0000       488.0000       243.0000
              2         0.6529         0.2143         0.1459         0.6667       255.0000         2.0000       594.5000       239.5000
              3         0.6677         0.3284         0.0392         0.7500       255.0000        13.5000       594.2099       123.1975
              4         0.7045         0.1968         0.0318         0.7143       255.0000        52.5000       369.5778        85.3048
              5         0.7268         0.1311         0.0118         0.7185       255.0000       134.0000       370.9490       163.2637
              6         0.7689         0.1433         0.0209         0.4706       255.0000         8.0000       632.2292       146.2083
              7         0.8313         0.0566         0.0178         0.2500       255.0000         1.5000       368.3333       170.7778
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       349.5000       187.5000
              1         0.4744         0.4413         0.4606         0.7385       253.0000        24.0000       559.3681        86.3472
              2         0.5641         0.4045         0.2210         0.7333       255.0000         5.5000       488.2424       243.1818
              3         0.5829         0.5390         0.1833         1.0000       251.0000         2.0000       350.5833       179.5000
              4         0.6075         0.1991         0.2352         0.6833       255.0000       164.0000       335.2012        87.2236
              5         0.6632         0.3225         0.0831         0.6667       255.0000         2.0000       526.7500       311.4167
              6         0.6972         0.2758         0.0340         0.6667       255.0000        15.0000       593.9444       123.0222
              7         0.7010         0.1647         0.0580         0.6977       255.0000        60.0000       369.9167        86.3389
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       349.5000       197.5000
              1         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       351.0000       178.6667
              2         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       350.0000       187.6667
              3         0.4307         0.7234         0.2555         1.0000       255.0000         7.5000       372.0444       179.1111
              4         0.5641         0.4045         0.2210         0.7333       255.0000         5.5000       488.2424       243.1818
              5         0.5873         0.2845         0.2051         0.7766       255.0000       179.0000       335.1136        87.3277
              6         0.6339         0.3773         0.2073         0.6429       253.0000         4.5000       372.1852       184.7037
              7         0.6341         0.3172         0.0796         0.8279       255.0000        50.5000       370.0165        87.2541
              0         0.0623         0.7854         1.0000         1.0000       254.0000         1.0000       372.5000       194.5000
              1         0.1217         0.7854         1.0000         1.0000       251.0000         1.0000       372.5000       185.5000
              2         0.1217         0.7854         1.0000         1.0000       251.0000         1.0000       372.5000       180.5000
              3         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       351.3333       179.0000
              4         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       588.0000       119.5000
              5         0.5053         0.4528         0.3038         0.7706       255.0000        42.0000       557.6190        87.4603
              6         0.5663         0.4963         0.0761         1.0000       255.0000         3.5000       371.7619       147.5238
              7         0.5796         0.2903         0.2230         0.7643       255.0000       173.5000       335.4553        87.5889
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       561.5000       233.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       373.5000       215.5000
              2         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       350.5000       187.5000
              3         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       351.5000       179.5000
              4         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       352.5000       160.5000
              5         0.0821         0.7854         1.0000         1.0000       253.0000         1.0000       350.5000       192.5000
              6         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       350.4444       198.2222
              7         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       588.2222       119.4444
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       351.5000       169.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       351.5000       179.5000
              2         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       352.4444       160.2222
              3         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       350.4444       198.2222
              4         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       350.6667       187.0000
              5         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       542.0000       235.3333
              6         0.5226         0.5390         0.1459         1.0000       255.0000         2.0000       562.5000       233.5000
              7         0.5835         0.2839         0.2208         0.7563       255.0000       180.0000       335.8435        87.3241
              0         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       351.4444       187.2222
              1         0.5206         0.4043         0.3333         0.6667       255.0000         3.0000       352.0000       180.0000
              2         0.5462         0.5390         0.1775         0.8000       255.0000         2.0000       352.0000       169.2500
              3         0.5663         0.4963         0.0761         1.0000       255.0000         3.5000       528.2381       311.4762
              4         0.5789         0.2774         0.2937         0.6000       255.0000         1.5000       352.4444       160.2222
              5         0.5789         0.2774         0.2937         0.6000       255.0000         1.5000       350.4444       204.2222
              6         0.6474         0.3817         0.1056         0.6296       255.0000         8.5000       489.1569       242.8039
              7         0.6981         0.2548         0.0231         0.7110       255.0000        61.5000       371.4444        83.9106
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       352.5000       160.5000
              1         0.2437         0.2695         1.0000         0.5000       255.0000         1.0000       351.5000       169.5000
              2         0.3746         0.8085         0.3333         1.0000       255.0000         3.0000       352.0000       180.0000
              3         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       351.7778       174.5556
              4         0.5504         0.3769         0.2248         0.8202       255.0000       198.5000       335.9236        87.4097
              5         0.5663         0.4963         0.0761         1.0000       255.0000         3.5000       528.2381       311.4762
              6         0.5789         0.2774         0.2937         0.6000       255.0000         1.5000       350.4444       204.2222
              7         0.5987         0.2774         0.2937         0.5000       255.0000         1.5000       351.4444       187.2222
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       351.5000       183.5000
              1         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       351.7778       174.5556
              2         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       629.6667       294.0000
              3         0.4362         0.5715         0.3696         0.8333       255.0000         2.5000       352.1333       169.3333
              4         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       542.7333       235.4667
              5         0.5226         0.5390         0.1459         1.0000       255.0000         2.0000       464.5000       297.5000
              6         0.5586         0.4837         0.0963         1.0000       255.0000         3.0000       350.5556       204.0000
              7         0.5622         0.5390         0.1459         1.0000       253.0000         2.0000       562.5000       233.5000
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       351.5000       183.5000
              1         0.3280         0.6474         0.5377         0.8750       255.0000         3.5000       352.0952       169.6190
              2         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       322.7778       276.4444
              3         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       350.5333       203.7333
              4         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       542.7333       235.4667
              5         0.5226         0.5390         0.1459         1.0000       255.0000         2.0000       464.5000       297.5000
              6         0.5302         0.5890         0.1111         1.0000       255.0000         3.0000       528.5000       311.5000
              7         0.5424         0.5390         0.1459         1.0000       254.0000         2.0000       562.5000       233.5000
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       621.5000       347.5000
              1         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       615.4444       295.7778
              2         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       629.5556       294.2222
              3         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       543.0000       235.5000
              4         0.4950         0.5549         0.2727         0.8000       255.0000         6.0000       352.6944       169.2500
              5         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       464.7333       297.4667
              6         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       352.7333       163.4667
              7         0.5302         0.5890         0.1111         1.0000       255.0000         3.0000       562.5000       233.5000
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       621.5000       347.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       373.5000       215.5000
              2         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       629.5556       294.2222
              3         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       543.0000       235.5000
              4         0.4936         0.4031         0.3874         0.6667       255.0000         5.0000       352.5000       169.5000
              5         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       464.7333       297.4667
              6         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       350.5333       203.7333
              7         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       352.7333       163.4667
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       621.5000       347.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       351.5000       183.5000
              2         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       373.5000       215.5000
              3         0.3564         0.2396         0.8000         0.4706       255.0000         4.0000       352.0000       187.5000
              4         0.3966         0.6474         0.4018         0.8750       255.0000         7.0000       352.7381       169.4286
              5         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       615.3333       296.0000
              6         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       629.6667       294.0000
              7         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       543.0000       235.5000
              0         0.0425         0.7854         1.0000         1.0000       255.0000         2.0000       630.0000       294.0000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       621.5000       347.5000
              2         0.3966         0.6474         0.4018         0.8750       255.0000         7.0000       352.7381       169.4286
              3         0.4279         0.5390         0.3333         1.0000       255.0000         1.0000       615.3333       296.0000
              4         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       543.0000       235.5000
              5         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       464.7333       297.4667
              6         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       318.2667       271.4667
              7         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       352.7333       163.4667
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       621.5000       347.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       629.5000       285.5000
              2         0.2739         0.8061         0.5336         1.0000       255.0000         2.5000       629.8667       294.1333
              3         0.3966         0.6474         0.4018         0.8750       255.0000         7.0000       352.7381       169.4286
              4         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       543.2222       235.4444
              5         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       464.7778       297.5556
              6         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       353.0000       163.5000
              7         0.4477         0.5390         0.3333         1.0000       254.0000         1.0000       315.0000       258.6667
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       621.5000       347.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       629.5000       285.5000
              2         0.1277         0.8085         0.8222         1.0000       255.0000         3.0000       352.0000       187.7778
              3         0.4158         0.6664         0.3074         1.0000       255.0000         6.5000       352.8462       169.4359
              4         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       629.7778       293.5556
              5         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       543.2222       235.4444
              6         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       464.7778       297.5556
              7         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       353.0000       163.5000
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       625.5000       347.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       621.5000       347.5000
              2         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       371.5000       280.5000
              3         0.3773         0.6474         0.4401         0.8750       255.0000         3.5000       352.1905       187.7619
              4         0.4158         0.6664         0.3074         1.0000       255.0000         6.5000       352.8462       169.4359
              5         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       464.7778       297.5556
              6         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       353.2222       163.4444
              7         0.4941         0.6046         0.2226         0.8824       255.0000        15.0000       490.2000       242.8000
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       625.5000       347.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       621.5000       347.5000
              2         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       319.5000       271.5000
              3         0.4158         0.6664         0.3074         1.0000       255.0000         6.5000       352.8462       169.4359
              4         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       464.7778       297.5556
              5         0.4477         0.5390         0.3333         1.0000       254.0000         1.0000       630.0000       293.6667
              6         0.4979         0.6253         0.1977         0.9062       255.0000        14.5000       490.1954       242.7356
              7         0.5037         0.5390         0.1833         1.0000       255.0000         2.0000       543.5000       235.4167
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       625.5000       347.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       621.5000       347.5000
              2         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       371.5000       280.5000
              3         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       319.5000       271.5000
              4         0.2509         0.6449         0.6860         0.8889       255.0000         4.0000       374.1667       211.2500
              5         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       543.7778       235.4444
              6         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       351.4444       203.7778
              7         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       353.2222       163.4444
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       625.5000       347.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       621.5000       347.5000
              2         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       347.5000        89.5000
              3         0.1019         0.7854         1.0000         1.0000       252.0000         1.0000       371.5000       280.5000
              4         0.3617         0.6474         0.4220         1.0000       255.0000         3.5000       352.1905       187.7143
              5         0.4158         0.6664         0.3074         1.0000       255.0000         6.5000       352.8462       169.4359
              6         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       351.4444       203.7778
              7         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       464.7778       297.5556
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       625.5000       347.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       621.5000       347.5000
              2         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       351.5000       203.5000
              3         0.1217         0.7854         1.0000         1.0000       251.0000         1.0000       371.5000       280.5000
              4         0.3773         0.6474         0.4401         0.8750       255.0000         3.5000       352.1905       187.7619
              5         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       543.7778       235.4444
              6         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       464.7778       297.5556
              7         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       353.2222       163.4444
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       625.5000       347.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       621.5000       347.5000
              2         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       351.5000       203.5000
              3         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       543.7778       235.4444
              4         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       465.2222       297.4444
              5         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       353.2222       163.4444
              6         0.4528         0.6588         0.2371         1.0000       255.0000         5.5000       353.0606       169.3333
              7         0.4979         0.6253         0.1977         0.9062       255.0000        14.5000       490.1954       242.7356
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       625.5000       347.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       621.5000       347.5000
              2         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       351.5000       203.5000
              3         0.1217         0.7854         1.0000         1.0000       251.0000         1.0000       371.5000       280.5000
              4         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       543.7778       235.4444
              5         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       353.2222       163.4444
              6         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       465.0000       297.5000
              7         0.4528         0.6588         0.2371         1.0000       255.0000         5.5000       353.0606       169.3333
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       625.5000       347.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       621.5000       347.5000
              2         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       319.5000       271.5000
              3         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       351.5000       203.5000
              4         0.4145         0.3818         0.5336         0.7143       255.0000         2.5000       351.8667       187.8667
              5         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       353.2222       163.4444
              6         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       465.0000       297.5000
              7         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       544.0000       235.5000
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       625.5000       347.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       621.5000       347.5000
              2         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       351.5000       203.5000
              3         0.0623         0.7854         1.0000         1.0000       254.0000         1.0000       371.5000       280.5000
              4         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       543.7778       235.4444
              5         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       465.0000       297.5000
              6         0.4528         0.6588         0.2371         1.0000       255.0000         5.5000       353.0606       169.3333
              7         0.5195         0.5715         0.1392         1.0000       255.0000         2.5000       528.7333       311.4667
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       625.5000       347.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       621.5000       347.5000
              2         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       351.5000       203.5000
              3         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       543.7778       235.4444
              4         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       465.2222       297.4444
              5         0.4504         0.6449         0.2909         0.8889       255.0000         4.0000       352.3750       187.7083
              6         0.4528         0.6588         0.2371         1.0000       255.0000         5.5000       353.0606       169.3333
              7         0.5071         0.5390         0.3333         1.0000       251.0000         2.0000       353.3333       163.6667
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       625.5000       347.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       621.5000       347.5000
              2         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       351.5000       203.5000
              3         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       543.7778       235.4444
              4         0.4385         0.6981         0.2500         1.0000       255.0000         2.0000       465.0000       297.5000
              5         0.4504         0.6449         0.2909         0.8889       255.0000         4.0000       352.3750       187.7083
              6         0.4528         0.6588         0.2371         1.0000       255.0000         5.5000       353.0606       169.3333
              7         0.4736         0.6449         0.2350         0.9143       255.0000        16.0000       490.3854       242.7083
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       625.5000       347.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       621.5000       347.5000
              2         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       319.5000       271.5000
              3         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       351.5000       203.5000
              4         0.2739         0.8061         0.5336         1.0000       255.0000         2.5000       465.1333       297.1333
              5         0.4273         0.6430         0.2937         1.0000       255.0000         1.5000       543.7778       235.4444
              6         0.4317         0.6430         0.3152         0.9231       255.0000         6.0000       353.0000       169.2500
              7         0.4736         0.6449         0.2350         0.9143       255.0000        16.0000       490.3854       242.7083
              0         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       625.5000       347.5000
              1         0.0425         0.7854         1.0000         1.0000       255.0000         1.0000       621.5000       347.5000
