       weights:                   circularity   inertiaRatio      convexity      blobColor           area
        (0-255)                           200              0            100            255             --

      FilterBy:          error    circularity   inertiaRatio      convexity      blobColor           area
                             0              1              1              1              1              1

            min              0          0.050          0.050          0.050        250.000          1.000
            max          0.800          1.100          1.100          1.100        255.000        200.000

       Targets:                   circularity   inertiaRatio      convexity      blobColor           area
                                        1.000          1.000          1.000            255             --

         blobNo     TotalError    circularity   inertiaRatio      convexity      blobColor           area       imageXpt       imageYpt
              4         0.5138         0.4781         0.5231         0.7222       252.0000         6.5000       127.6667       135.5641
              5         0.5595         0.2208         0.6147         0.4730       253.0000        17.5000       155.0095       155.5238
              6         0.7138         0.1048         0.8163         0.3590       252.0000        14.0000       108.5476        78.3214
              7         0.7372         0.0830         0.2937         0.2727       252.0000         1.5000       158.4444       149.2222
              0         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       128.5000       134.5000
              1         0.5141         0.4282         0.5454         0.8202       252.0000        36.5000       170.4886        16.3059
              2         0.5554         0.3790         0.2299         0.6893       252.0000        61.0000       106.3934        88.8798
              3         0.6250         0.1174         0.4481         0.3163       253.0000        15.5000       154.4409       156.6989
              4         0.7135         0.1165         0.2234         0.3372       252.0000        14.5000       108.1609        74.9540
              0         0.3530         0.7854         1.0000         1.0000       252.0000         1.0000       170.5000       105.5000
              1         0.3932         0.6987         0.4161         0.9500       252.0000         9.5000       169.5965        14.4035
              2         0.5068         0.4837         0.1333         0.7500       252.0000         3.0000       127.5000       132.3333
              3         0.6988         0.1229         0.1836         0.4060       252.0000        47.5000       155.0807       155.1719
              0         0.4172         0.2870         0.1950         0.6207       254.0000        54.0000       106.5093        90.5617
              1         0.4615         0.5885         0.6646         0.7917       252.0000         9.5000       109.8246        80.0877
              2         0.5575         0.3429         0.2937         0.7500       252.0000         1.5000       106.2222        66.5556
              3         0.5741         0.3423         0.0678         0.6591       252.0000        14.5000       126.6437       133.6667
              4         0.6256         0.1151         0.2888         0.3176       253.0000        13.5000       107.4815        72.4691
              5         0.6564         0.2291         0.0590         0.4286       252.0000         3.0000       191.1667        69.8333
